pl_name,hostname,gaia_dr3_id,gaia_dr2_id,tic_id,hd_name,ra,dec,sy_vmag,abs_vmag,sy_jmag,abs_jmag,sy_kmag,abs_kmag,sy_tmag,sy_kepmag,sy_gaiamag,abs_gaiamag,st_parallax_mas,st_rv,st_e_rv,st_rv_source,st_teff,st_logg,st_met,st_mass,st_rad,st_spectype,st_lum,st_age,st_ageerr1,st_ageerr2,st_rotp,bj_dist_pc,bj_dist_pc_lo,bj_dist_pc_hi,ruwe,ruwe_quality,gaia_aen,pl_orbper,pl_rade,pl_trandur,disc_facility,disc_year,mission_source
Kepler-323 c,Kepler-323,2052582432887909376,2052582432887909376,137150039,,291.3822988,38.1274595,12.78,4.46253060930251,11.689,3.37153060930251,11.354,3.03653060930251,12.2594,12.722,12.658,4.34053060930251,2.15217129694272,14.4149322509766,1.38078618049622,Gaia,6004.0,4.38,-0.14,1.015,1.12,,0.15091,5.4,3.4,-2.8,,460.7802734375,458.970703125,462.924652099609,0.875608384609222,LO,0.030869459733367,3.5538229,1.57,3.1029,Kepler,2014,Kepler
Kepler-100 c,Kepler-100,2101733244046205568,2101733244046205568,159654016,,291.3861294,41.9901394,11.055,3.64342694853186,10.081,2.66942694853186,9.768,2.35642694853186,10.6983,11.197,11.1293,3.71772694853186,3.25782830542293,-61.3624038696289,0.380057573318481,Gaia,5825.0,4.125,0.02,1.08,1.49,,0.39445,6.46,,,,303.608978271484,302.811401367188,304.454711914063,0.850663244724274,LO,0.0901442170143127,12.8159,2.2,6.3728,Kepler,2014,Kepler
Kepler-100 d,Kepler-100,2101733244046205568,2101733244046205568,159654016,,291.3861294,41.9901394,11.055,3.64342694853186,10.081,2.66942694853186,9.768,2.35642694853186,10.6983,11.197,11.1293,3.71772694853186,3.25782830542293,-61.3624038696289,0.380057573318481,Gaia,5825.0,4.125,0.02,1.08,1.49,,0.39445,6.46,,,,303.608978271484,302.811401367188,304.454711914063,0.850663244724274,LO,0.0901442170143127,35.3331,1.61,5.966,Kepler,2014,Kepler
Kepler-100 b,Kepler-100,2101733244046205568,2101733244046205568,159654016,,291.3861294,41.9901394,11.055,3.64342694853186,10.081,2.66942694853186,9.768,2.35642694853186,10.6983,11.197,11.1293,3.71772694853186,3.25782830542293,-61.3624038696289,0.380057573318481,Gaia,5837.0,4.1,0.1,1.13,1.51,,0.39445,6.46,,,,303.608978271484,302.811401367188,304.454711914063,0.850663244724274,LO,0.0901442170143127,6.88734,1.34,4.4276,Kepler,2014,Kepler
Kepler-145 c,Kepler-145,2126237131982289280,2126237131982289280,159721091,,291.3877397,44.5290465,11.977,3.29524706796898,10.913,2.23124706796898,10.628,1.94624706796898,11.4853,11.931,11.8746,3.19284706796898,1.79253704382583,-25.8161067962647,0.45758855342865,Gaia,6022.0,4.02,-0.0014,1.32,1.85,,0.69164,,,,,544.9423828125,541.752136230469,548.086120605469,0.98003888130188,LO,0.0776502639055252,42.882,4.32,9.7471,Kepler,2013,Kepler
Kepler-145 b,Kepler-145,2126237131982289280,2126237131982289280,159721091,,291.3877397,44.5290465,11.977,3.29524706796898,10.913,2.23124706796898,10.628,1.94624706796898,11.4853,11.931,11.8746,3.19284706796898,1.79253704382583,-25.8161067962647,0.45758855342865,Gaia,6022.0,4.02,-0.0014,1.32,1.85,,0.69164,,,,,544.9423828125,541.752136230469,548.086120605469,0.98003888130188,LO,0.0776502639055252,22.951,2.65,4.4814,Kepler,2013,Kepler
Kepler-280 c,Kepler-280,2101761079737564672,2101761079737564672,159716174,,291.3905325,42.1804735,14.35,4.90725929433823,13.289,3.84625929433823,12.844,3.40125929433823,13.9604,14.466,14.4574,5.01465929433823,1.27068884341343,0.728416919708252,3.40713620185852,Gaia,5744.0,4.537,0.1213,0.962,0.886,,-0.06437,,,,,773.656433105469,765.479309082031,780.568664550781,1.0187052488327,LO,0.0,4.807091,2.01,0.901,Kepler,2014,Kepler
Kepler-280 b,Kepler-280,2101761079737564672,2101761079737564672,159716174,,291.3905325,42.1804735,14.35,4.90725929433823,13.289,3.84625929433823,12.844,3.40125929433823,13.9604,14.466,14.4574,5.01465929433823,1.27068884341343,0.728416919708252,3.40713620185852,Gaia,5744.0,4.537,0.1213,0.962,0.886,,-0.06437,,,,,773.656433105469,765.479309082031,780.568664550781,1.0187052488327,LO,0.0,2.139542,1.45,2.02,Kepler,2014,Kepler
Kepler-285 c,Kepler-285,2129295427874937856,2129295427874937856,26416742,,291.3908469,48.0655392,15.198,5.63830070428842,13.887,4.32730070428842,13.319,3.75930070428842,14.6046,15.173,15.1521,5.59240070428842,1.20312004081444,-59.860874,0.6064554,APOGEE,5411.0,4.584,0.17,0.915,0.808,,-0.27923,,,,,816.469299316406,799.429382324219,830.084655761719,1.02369093894959,LO,0.0,6.186676,1.12,2.908,Kepler,2014,Kepler
Kepler-285 b,Kepler-285,2129295427874937856,2129295427874937856,26416742,,291.3908469,48.0655392,15.198,5.63830070428842,13.887,4.32730070428842,13.319,3.75930070428842,14.6046,15.173,15.1521,5.59240070428842,1.20312004081444,,,,5411.0,4.584,0.17,0.915,0.808,,-0.27923,,,,,816.469299316406,799.429382324219,830.084655761719,1.02369093894959,LO,0.0,2.633867,1.34,2.061,Kepler,2014,Kepler
Kepler-1295 b,Kepler-1295,2126680651786377984,2126680651786377984,159723041,,291.3978451,45.588553,16.227,5.98428176169704,14.563,4.32028176169704,14.092,3.84928176169704,15.3568,15.89,15.9075,5.66478176169704,0.871087784636492,,,,5486.0,4.51,0.04,0.92,0.89,,-0.28279,4.68,5.72,-2.94,,1118.26220703125,1084.984375,1146.55810546875,1.04517614841461,LO,0.0,3.81371974,1.55,2.005,Kepler,2016,Kepler
Kepler-1600 c,Kepler-1600,2052754540819149568,2052754540819149568,137151626,,291.3993802,38.7877563,16.076,6.0857308392463,14.351,4.3607308392463,13.896,3.9057308392463,15.2155,15.825,15.8138,5.8235308392463,0.981292959602838,,,,5119.0,4.508,0.1,0.818,0.834,,-0.33945,4.68,6.44,-2.9,,995.52880859375,968.80224609375,1023.40264892578,1.05291092395782,LO,0.0774246007204056,7.298049927,1.94206512,3.024,Kepler,2021,Kepler
Kepler-1600 b,Kepler-1600,2052754540819149568,2052754540819149568,137151626,,291.3993802,38.7877563,16.076,6.0857308392463,14.351,4.3607308392463,13.896,3.9057308392463,15.2155,15.825,15.8138,5.8235308392463,0.981292959602838,,,,5214.0,4.55,0.07,0.86,0.82,,-0.33945,4.68,6.44,-2.9,,995.52880859375,968.80224609375,1023.40264892578,1.05291092395782,LO,0.0774246007204056,386.370548,3.13,10.95,Kepler,2016,Kepler
Kepler-906 b,Kepler-906,2053438127812903296,2053438127812903296,137154728,,291.4055614,40.1254254,14.019,4.62657475763915,12.944,3.55157475763915,12.594,3.20157475763915,13.5132,13.956,13.918,4.52557475763915,1.29513760420201,-4.27624368667603,3.81994533538818,Gaia,6035.0,4.45,-0.09,1.06,1.02,,0.09641,1.86,1.01,-0.516,,755.93603515625,749.540710449219,762.824157714844,0.935788929462433,LO,0.0,41.6979976,2.11,5.6754,Kepler,2016,Kepler
Kepler-1590 b,Kepler-1590,2129295049918456960,2129295049918456960,26416803,,291.4079141,48.0178915,14.186,4.73728242143579,13.025,3.57628242143579,12.693,3.24428242143579,13.6504,14.11,14.077,4.62828242143579,1.26096951597138,-32.6836128234863,6.01571750640869,Gaia,6053.0,4.35,0.03,1.11,1.16,,0.06336,3.39,1.6,-1.62,,775.788818359375,767.375244140625,785.472839355469,0.914178252220154,LO,0.0,7.61760804,1.14,3.479,Kepler,2016,Kepler
Kepler-405 c,Kepler-405,2052726984308676864,2052726984308676864,137150544,,291.4094615,38.3400107,16.181,5.85413871537277,14.543,4.21613871537277,14.056,3.72913871537277,15.285,15.855,15.8023,5.47543871537277,0.834645680752621,,,,5818.0,4.536,-0.06,0.873,0.893,,-0.33143,,,,,1162.44458007813,1130.28784179688,1200.13427734375,0.991715967655182,LO,0.0,29.726682,4.66,1.534,Kepler,2014,Kepler
Kepler-405 b,Kepler-405,2052726984308676864,2052726984308676864,137150544,,291.4094615,38.3400107,16.181,5.85413871537277,14.543,4.21613871537277,14.056,3.72913871537277,15.285,15.855,15.8023,5.47543871537277,0.834645680752621,,,,5818.0,4.536,-0.06,0.873,0.893,,-0.33143,,,,,1162.44458007813,1130.28784179688,1200.13427734375,0.991715967655182,LO,0.0,10.613839,2.08,3.538,Kepler,2014,Kepler
Kepler-93 b,Kepler-93,2052747119115620352,2052747119115620352,137151335,,291.4181275,38.6723124,9.996,5.08827158931364,8.771,3.86327158931364,8.37,3.46227158931364,9.4087,9.931,9.86249,4.95476158931364,10.4148121625786,27.2378578186035,0.209616169333458,Gaia,5669.0,4.47,-0.18,0.911,0.919,,-0.10565,6.6,0.9,-0.9,,95.8397521972656,95.739372253418,95.9316940307617,0.88736629486084,LO,0.0678389668464661,4.72673978,1.478,2.8898,Kepler,2014,Kepler
Kepler-1053 b,Kepler-1053,2052973309272223232,2052973309272223232,137152419,,291.4186349,39.1273664,13.576,7.69024144766436,11.334,5.44824144766436,10.585,4.69924144766436,12.4452,13.156,13.2088,7.32304144766436,6.62165746221408,-13.0650405883789,1.19378447532654,Gaia,4529.0,4.63,0.1,0.74,0.69,,-0.89512,3.09,5.5,-1.55,,150.366714477539,150.17024230957,150.603515625,0.946446418762207,LO,0.0,2.414351654,0.98,1.2248,Kepler,2016,Kepler
Kepler-772 b,Kepler-772,2052585044228107008,2052585044228107008,137150277,,291.423582,38.2165603,14.145,3.98147568033278,12.739,2.57547568033278,12.299,2.13547568033278,13.4436,13.974,13.9556,3.79207568033278,0.897117052259951,-35.3124046325684,3.06040072441101,Gaia,5714.0,4.33,0.03,0.98,1.11,,0.47515,8.13,2.0,-3.37,,1078.21374511719,1062.46960449219,1095.60107421875,0.977772653102875,LO,0.0,12.99207337,1.82,5.9838,Kepler,2016,Kepler
Kepler-1914 b,Kepler-1914,2052735368085096576,2052735368085096576,137151294,,291.4314024,38.6543635,15.911,4.96603848845606,14.53,3.58503848845606,14.212,3.26703848845606,15.2009,15.765,15.6826,4.73763848845606,0.619296917253452,,,,5982.0,4.493,-0.04,1.047,0.96,,0.07728,,,,,1545.22705078125,1496.23400878906,1610.46569824219,1.0121955871582,LO,0.0,30.82789993,2.9429803,4.192,Kepler,2021,Kepler
Kepler-775 b,Kepler-775,2101711155037463040,2101711155037463040,137211068,,291.4332781,41.7033162,13.564,5.58527176089369,12.213,4.23427176089369,11.774,3.79527176089369,12.954,13.507,13.4673,5.48857176089369,2.50814498131624,-2.26674032211304,1.75549924373627,Gaia,5468.0,4.56,-0.04,0.92,0.84,,-0.26699,1.86,1.0,-0.568,,394.226348876953,392.726593017578,395.513580322266,1.00306975841522,LO,0.0,0.974868926,1.19,1.5975,Kepler,2016,Kepler
Kepler-683 b,Kepler-683,2052559480582595456,2052559480582595456,137149476,,291.4399598,37.9056293,15.072,5.11241601571961,13.812,3.85241601571961,13.358,3.39841601571961,14.5076,15.026,15.0008,5.04121601571961,0.9903224112181,,,,5703.0,4.47,-0.03,0.96,0.95,,-0.04054,4.37,4.19,-2.56,,981.559875488281,961.742309570313,1004.71887207031,1.01477158069611,LO,0.0,2.539183179,1.97,2.383,Kepler,2016,Kepler
Kepler-889 b,Kepler-889,2130131297229656832,2130131297229656832,26474039,,291.467454,50.7595597,12.998,4.15875438867003,11.64,2.80075438867003,11.327,2.48775438867003,12.258,12.71,12.6802,3.84095438867003,1.69230619948733,-15.2824649810791,1.36115372180939,Gaia,5961.0,4.3,0.19,1.14,1.25,,0.38344,3.98,1.14,-1.7,,585.9345703125,583.149658203125,589.835876464844,1.02182698249817,LO,0.0646530613303185,3.744439,1.09,2.9492,Kepler,2016,Kepler
Kepler-398 d,Kepler-398,2053457644144430848,2053457644144430848,137155210,,291.4688524,40.3437001,13.499,7.26322836348712,11.514,5.27822836348712,10.794,4.55822836348712,12.5199,13.256,13.2351,6.99932836348712,5.63346686121655,-34.833508,0.04706916,APOGEE,4557.0,4.64,-0.06,0.72,0.67,,-0.81101,2.34,2.35,-0.892,,176.666549682617,176.333404541016,176.917007446289,0.972668290138245,LO,0.0,6.83437001,0.88,2.1537,Kepler,2016,Kepler
Kepler-398 b,Kepler-398,2053457644144430848,2053457644144430848,137155210,,291.4688524,40.3437001,13.499,7.26322836348712,11.514,5.27822836348712,10.794,4.55822836348712,12.5199,13.256,13.2351,6.99932836348712,5.63346686121655,-11.933795,0.10814263,APOGEE,4493.0,4.689,0.0528,0.649,0.613,,-0.81101,2.34,2.35,-0.892,,176.666549682617,176.333404541016,176.917007446289,0.972668290138245,LO,0.0,4.081423,0.93,2.287,Kepler,2014,Kepler
Kepler-398 c,Kepler-398,2053457644144430848,2053457644144430848,137155210,,291.4688524,40.3437001,13.499,7.26322836348712,11.514,5.27822836348712,10.794,4.55822836348712,12.5199,13.256,13.2351,6.99932836348712,5.63346686121655,-12.013144,0.22080183,APOGEE,4493.0,4.689,0.0528,0.649,0.613,,-0.81101,2.34,2.35,-0.892,,176.666549682617,176.333404541016,176.917007446289,0.972668290138245,LO,0.0,11.419412,1.01,3.342,Kepler,2014,Kepler
Kepler-1256 b,Kepler-1256,2126615024685005568,2126615024685005568,159763320,,291.4742443,44.6834119,13.685,3.97264393520911,12.486,2.77364393520911,12.234,2.52164393520911,13.1133,13.539,13.513,3.80064393520911,1.11372335599506,16.7164859771729,3.26508188247681,Gaia,6129.0,4.23,0.05,1.17,1.36,,0.42833,3.72,0.91,-1.03,,875.933654785156,866.740600585938,885.583435058594,1.01908528804779,LO,0.0,12.4127754,1.49,4.369,Kepler,2016,Kepler
HATS-36 b,HATS-36,6771542097119292928,6771542097119292928,119262291,,291.4787013,-23.2028183,14.364,4.74509051957978,13.181,3.56209051957978,12.809,3.19009051957978,13.7805,14.3,14.233,4.61409051957978,1.1504582511956,-23.7103080749512,7.10566806793213,Gaia,5950.0,4.4,0.15,1.1,1.1,G0 V,0.21484,,,,,839.038513183594,822.689147949219,852.445922851563,1.02211475372314,LO,0.0,4.175186,12.92,3.3792,HATSouth,2018,HAT
Kepler-1516 b,Kepler-1516,2126237857838346368,2126237857838346368,159763612,,291.4945795,44.5234227,14.65,3.9687651443474,13.233,2.5517651443474,12.815,2.1337651443474,13.9609,14.461,14.4469,3.7656651443474,0.703462877265835,-27.674524307251,5.21659851074219,Gaia,5904.0,4.4,0.03,1.04,1.07,,0.44571,4.07,2.15,-2.25,,1368.5068359375,1343.0029296875,1394.51843261719,1.11009728908539,LO,0.079209566116333,7.25931979,1.75,6.198,Kepler,2016,Kepler
Kepler-745 b,Kepler-745,2051748659478657152,2051748659478657152,137307173,,291.4994412,37.0592571,15.427,4.28652133973839,13.998,2.85752133973839,13.621,2.48052133973839,14.6677,15.214,15.1634,4.02292133973839,0.563033354932244,-20.269375,0.022625113,APOGEE,5849.0,4.42,0.06,1.04,1.04,,0.37557,4.07,2.72,-2.3,,1690.81359863281,1627.82312011719,1756.05053710938,0.958987414836884,LO,0.0,9.93143556,2.16,5.659,Kepler,2016,Kepler
Kepler-220 c,Kepler-220,2129084935820532608,2129084935820532608,159759306,,291.5060432,46.8956262,13.049,6.88783806235378,11.206,5.04483806235378,10.55,4.38883806235378,12.1813,13.177,12.8566,6.69543806235378,5.85329231102976,17.0359172821045,1.16388499736786,Gaia,4632.0,4.652,-0.1738,0.729,0.666,,-0.67594,,,,,170.699554443359,170.32341003418,171.0419921875,1.10918807983398,LO,0.0921561494469643,9.034199,1.57,1.486,Kepler,2014,Kepler
Kepler-220 d,Kepler-220,2129084935820532608,2129084935820532608,159759306,,291.5060432,46.8956262,13.049,6.88783806235378,11.206,5.04483806235378,10.55,4.38883806235378,12.1813,13.177,12.8566,6.69543806235378,5.85329231102976,17.0359172821045,1.16388499736786,Gaia,4632.0,4.652,-0.1738,0.729,0.666,,-0.67594,,,,,170.699554443359,170.32341003418,171.0419921875,1.10918807983398,LO,0.0921561494469643,28.122397,0.98,4.103,Kepler,2014,Kepler
Kepler-220 e,Kepler-220,2129084935820532608,2129084935820532608,159759306,,291.5060432,46.8956262,13.049,6.88783806235378,11.206,5.04483806235378,10.55,4.38883806235378,12.1813,13.177,12.8566,6.69543806235378,5.85329231102976,17.0359172821045,1.16388499736786,Gaia,4632.0,4.652,-0.1738,0.729,0.666,,-0.67594,,,,,170.699554443359,170.32341003418,171.0419921875,1.10918807983398,LO,0.0921561494469643,45.902733,1.33,5.088,Kepler,2014,Kepler
Kepler-220 b,Kepler-220,2129084935820532608,2129084935820532608,159759306,,291.5060432,46.8956262,13.049,6.88783806235378,11.206,5.04483806235378,10.55,4.38883806235378,12.1813,13.177,12.8566,6.69543806235378,5.85329231102976,17.0359172821045,1.16388499736786,Gaia,4632.0,4.652,-0.1738,0.729,0.666,,-0.67594,,,,,170.699554443359,170.32341003418,171.0419921875,1.10918807983398,LO,0.0921561494469643,4.159807,0.81,1.626,Kepler,2014,Kepler
Kepler-1968 b,Kepler-1968,2126669411851377792,2126669411851377792,159762011,,291.5080318,45.3700933,16.303,6.87321922447624,14.428,4.99821922447624,13.802,4.37221922447624,15.3227,15.993,15.9711,6.54131922447624,1.27785116974981,,,,5008.0,4.572,0.18,0.844,0.788,,-0.64972,,,,,769.052795410156,750.27685546875,789.272583007813,1.00771021842957,LO,0.0,7.281099796,1.50004034,2.716,Kepler,2021,Kepler
Kepler-977 b,Kepler-977,2101760014585798528,2101760014585798528,159768168,,291.5161959,42.2480736,14.754,5.9877922180137,13.434,4.6677922180137,12.92,4.1537922180137,14.2491,14.812,14.8235,6.0572922180137,1.74297276438961,-12.3008480072021,7.56262445449829,Gaia,5315.0,4.55,-0.01,0.87,0.83,,-0.47627,4.57,6.02,-2.85,,566.554321289063,561.137329101563,571.310729980469,1.00247621536255,LO,0.0,26.85328322,2.62,4.5063,Kepler,2016,Kepler
Kepler-1776 b,Kepler-1776,2129103700534539136,2129103700534539136,159728250,,291.5344017,47.0424958,13.68,4.46504828843468,12.592,3.37704828843468,12.259,3.04404828843468,13.1518,13.624,13.5571,4.34214828843468,1.41312611889694,-4.57886219024658,2.88525104522705,Gaia,5872.0,4.332,0.1,1.041,1.153,,0.16391,,,,,696.611022949219,691.107604980469,702.174011230469,1.01947164535522,LO,0.0,35.01190186,2.61157023,2.868,Kepler,2021,Kepler
Kepler-1357 b,Kepler-1357,2130115281293911552,2130115281293911552,26472830,,291.5480665,50.3532584,15.322,5.23563851295075,14.05,3.96363851295075,13.612,3.52563851295075,14.7317,15.273,15.2205,5.13413851295075,0.937484424284117,,,,5597.0,4.5,-0.06,0.93,0.9,,-0.14555,4.57,5.18,-2.84,,1040.57238769531,1023.50616455078,1059.14282226563,1.06913411617279,LO,0.0873304456472397,3.0091324,1.28,2.269,Kepler,2016,Kepler
Kepler-1807 b,Kepler-1807,2126190991155243264,2126190991155243264,159763602,,291.5494119,44.5272788,14.127,3.60084890117366,12.861,2.33484890117366,12.577,2.05084890117366,13.5198,13.957,13.9341,3.40794890117366,0.759241278776815,14.4978818893433,4.68262052536011,Gaia,6455.0,4.125,-0.36,1.087,1.496,,0.60255,,,,,1274.17834472656,1256.15600585938,1292.32409667969,0.973053336143494,LO,0.0,10.86060047,2.70393215,2.2874,Kepler,2021,Kepler
Kepler-566 b,Kepler-566,2129241586165440768,2129241586165440768,159727092,,291.5544735,47.8144362,15.217,6.46346482026095,13.508,4.75446482026095,12.929,4.17546482026095,14.3762,14.958,14.9644,6.21086482026095,1.74635837337253,,,,5132.0,4.57,-0.01,0.83,0.79,,-0.52379,4.57,6.27,-2.7,,563.257568359375,555.374267578125,569.956115722656,0.963414072990418,LO,0.0,18.42794624,2.15,2.8702,Kepler,2016,Kepler
Kepler-416 d,Kepler-416,2052975370856687744,2052975370856687744,137217372,,291.5569554,39.2272923,14.166,5.03586535603338,12.874,3.74386535603338,12.51,3.37986535603338,13.544,14.028,14.0197,4.88956535603338,1.46408339358489,-9.02388381958008,7.1413779258728,Gaia,5670.0,4.397,0.06,0.949,1.022,,0.02791,,,,,669.926147460938,663.36181640625,676.518127441406,0.965419709682465,LO,0.0,3.07644709,1.61,2.6326,Kepler,2023,Kepler
Kepler-416 b,Kepler-416,2052975370856687744,2052975370856687744,137217372,,291.5569554,39.2272923,14.166,5.03586535603338,12.874,3.74386535603338,12.51,3.37986535603338,13.544,14.028,14.0197,4.88956535603338,1.46408339358489,-9.02388381958008,7.1413779258728,Gaia,5718.0,4.42,0.1259,1.0,1.075,,0.02791,,,,,669.926147460938,663.36181640625,676.518127441406,0.965419709682465,LO,0.0,6.319,2.48,3.2023,Kepler,2014,Kepler
Kepler-416 c,Kepler-416,2052975370856687744,2052975370856687744,137217372,,291.5569554,39.2272923,14.166,5.03586535603338,12.874,3.74386535603338,12.51,3.37986535603338,13.544,14.028,14.0197,4.88956535603338,1.46408339358489,-9.02388381958008,7.1413779258728,Gaia,5718.0,4.42,0.1259,1.0,1.075,,0.02791,,,,,669.926147460938,663.36181640625,676.518127441406,0.965419709682465,LO,0.0,12.209,2.352,3.9286,Kepler,2014,Kepler
Kepler-1689 b,Kepler-1689,2052740449026979584,2052740449026979584,137218786,,291.5741663,38.6559433,12.227,4.884072201686,11.065,3.722072201686,10.706,3.363072201686,11.678,12.147,12.1077,4.764772201686,3.37534260573146,-23.4521789550781,0.754223763942719,Gaia,5731.43,4.45124,-0.1455,1.023,0.996208,,-0.01555,,,,,294.161315917969,293.232269287109,294.829345703125,0.870912849903107,LO,0.0439922623336315,8.483,0.94678642,2.485,Kepler,2020,Kepler
Kepler-1218 b,Kepler-1218,2126191334752646016,2126191334752646016,159763595,,291.5788505,44.5316825,13.73,4.1269234449014,12.501,2.8979234449014,12.177,2.5739234449014,13.1286,13.578,13.5511,3.9480234449014,1.17685992232633,-5.59496545791626,2.63508677482605,Gaia,5986.0,4.38,-0.02,1.06,1.1,,0.36296,3.8,1.8,-1.83,,832.943054199219,824.569763183594,841.138000488281,1.04834818840027,LO,0.0,22.9221266,1.44,8.261,Kepler,2016,Kepler
Kepler-767 b,Kepler-767,2052567623840745216,2052567623840745216,137220387,,291.5791562,38.0358066,15.678,4.03748577755696,14.26,2.61948577755696,13.812,2.17148577755696,14.9345,15.435,15.4176,3.77708577755696,0.447175886140555,-39.751064,0.073645905,APOGEE,5694.0,4.48,-0.05,0.96,0.94,,0.47562,4.07,3.6,-2.37,,2128.64306640625,2019.57104492188,2245.73779296875,0.985363662242889,LO,0.0,161.5280101,6.64,3.6935,Kepler,2016,Kepler
Kepler-1536 b,Kepler-1536,2126773904116001536,2126773904116001536,62999585,,291.5852554,45.7158742,15.464,7.5275995277122,13.306,5.3695995277122,12.55,4.6135995277122,14.3805,15.188,15.1407,7.2042995277122,2.56105614245784,-52.0516204833984,6.35375118255615,Gaia,4434.0,4.64,0.05,0.71,0.67,,-0.8224,2.95,5.66,-1.42,,386.616241455078,383.321228027344,389.551879882813,0.972583115100861,LO,0.0,364.758031,3.14,13.006,Kepler,2016,Kepler
CoRoT-8 b,CoRoT-8,4287832775526476800,4287832775526476800,391880567,,291.5885696,1.4262972,14.792,7.26789459347087,12.154,4.62989459347087,11.463,3.93889459347087,13.4202,,14.2195,6.69539459347087,3.09026048902199,-35.2942657470703,3.95598459243774,Gaia,5080.0,4.58,0.3,0.88,0.77,K1 V,-0.4,3.0,,,,319.757751464844,317.716613769531,321.620544433594,0.99703186750412,LO,0.0,6.21229,6.39,2.74,CoRoT,2010,CoRoT
